,User ID,Max_Dogs,Membership_ID,Subscribed,City,State,Country,Exclude,Free_Start_User,Last_Active_At,Membership_Type
7845,ce716d24-7144-11e5-ba71-058fbc01cf0b,1,10,1,Oak Bay North,BC,CA,v8r,Oak Bay North,BC,CA
7846,ce7188ae-7144-11e5-ba71-058fbc01cf0b,2,12,1,Omaha,NE,US,0,0,5/22/15 22:14,3
7848,ce71896c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Rochester,MN,US,0,0,10/16/14 2:28,1
7849,ce7189d0-7144-11e5-ba71-058fbc01cf0b,1,10,0,Savannah,GA,US,0,0,5/28/15 16:49,1
7850,ce717d1e-7144-11e5-ba71-058fbc01cf0b,2,11,1,El Cajon,CA,US,0,0,9/3/15 12:01,2
7851,ce718a2a-7144-11e5-ba71-058fbc01cf0b,1,10,0,Brunswick,ME,US,0,0,10/12/14 21:50,1
7852,ce708940-7144-11e5-ba71-058fbc01cf0b,2,10,0,Loganville,GA,US,0,0,3/12/15 11:50,1
7853,ce718a8e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Barnardsville,NC,US,0,0,3/11/15 14:13,1
7854,ce718c1e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Madisonville,LA,US,0,0,10/9/14 23:45,1
7855,ce718b56-7144-11e5-ba71-058fbc01cf0b,1,10,1,Petaluma,CA,US,0,0,10/17/14 17:35,1
7856,ce718d40-7144-11e5-ba71-058fbc01cf0b,1,10,1,Encinitas,CA,US,0,0,10/19/14 22:45,1
7857,ce718ce6-7144-11e5-ba71-058fbc01cf0b,1,10,1,Oxford,CT,US,0,0,8/5/15 13:24,1
7858,ce718da4-7144-11e5-ba71-058fbc01cf0b,1,10,0,Reston,VA,US,0,0,10/9/14 23:29,1
7859,ce718e08-7144-11e5-ba71-058fbc01cf0b,1,10,1,Marina Del Rey,CA,US,0,0,10/20/14 1:13,1
7860,ce707496-7144-11e5-ba71-058fbc01cf0b,1,10,1,Portsmouth,NH,US,0,0,11/10/14 23:14,1
7861,ce718e6c-7144-11e5-ba71-058fbc01cf0b,1,10,0,Detroit,MI,US,0,0,10/17/14 1:24,1
7862,ce718ed0-7144-11e5-ba71-058fbc01cf0b,1,10,1,Westminster,MD,US,0,0,10/20/14 17:46,1
7864,ce718f34-7144-11e5-ba71-058fbc01cf0b,1,10,1,Fort Collins,CO,US,0,0,10/13/14 15:19,1
7865,ce719056-7144-11e5-ba71-058fbc01cf0b,1,10,0,Ayer,MA,US,0,0,10/12/14 19:25,1
7866,ce7190ba-7144-11e5-ba71-058fbc01cf0b,1,10,0,Woodbury,NY,US,0,0,10/14/14 1:16,1
7867,ce71911e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Spring,TX,US,0,0,10/12/14 23:44,1
7868,ce718ffc-7144-11e5-ba71-058fbc01cf0b,1,11,1,Redding,CT,US,0,0,10/8/14 23:34,2
7869,ce7192d6-7144-11e5-ba71-058fbc01cf0b,1,10,1,New York,NY,US,0,0,10/8/14 23:58,1
7870,ce719330-7144-11e5-ba71-058fbc01cf0b,1,10,1,Brockville,ON,CA,0,0,12/6/14 15:57,1
7871,ce7193f8-7144-11e5-ba71-058fbc01cf0b,2,10,1,San Diego,CA,US,0,0,10/9/14 1:15,1
7872,ce719452-7144-11e5-ba71-058fbc01cf0b,3,11,1,Norman,OK,US,0,0,11/10/14 3:35,2
7874,ce719574-7144-11e5-ba71-058fbc01cf0b,1,10,1,Irving,TX,US,0,0,3/18/15 21:21,1
7875,ce719632-7144-11e5-ba71-058fbc01cf0b,1,10,1,Rapid City,SD,US,0,0,10/13/14 3:47,1
7876,ce7195d8-7144-11e5-ba71-058fbc01cf0b,2,10,1,Murfreesboro,TN,US,0,0,1/12/15 0:26,1
7877,ce71975e-7144-11e5-ba71-058fbc01cf0b,1,10,0,Great Neck,NY,US,0,0,10/19/14 17:54,1
7879,ce7197c2-7144-11e5-ba71-058fbc01cf0b,1,10,1,Brooklyn,NY,US,0,0,10/10/14 0:56,1
7880,ce719826-7144-11e5-ba71-058fbc01cf0b,1,10,1,Overland Park,KS,US,0,0,10/17/14 1:13,1
7881,ce7198e4-7144-11e5-ba71-058fbc01cf0b,1,10,0,Rancho Santa Fe,CA,US,0,0,10/9/14 3:16,1
7882,ce6f037c-7144-11e5-ba71-058fbc01cf0b,3,11,1,Miami,FL,US,0,0,10/13/14 14:55,2
7883,ce719bb4-7144-11e5-ba71-058fbc01cf0b,1,11,1,Oakland,CA,US,0,0,10/6/15 18:33,2
7885,ce719b50-7144-11e5-ba71-058fbc01cf0b,1,10,1,Grove City,OH,US,0,0,10/26/14 2:05,1
7886,ce719c18-7144-11e5-ba71-058fbc01cf0b,1,10,0,Rochester,MN,US,0,0,10/24/14 14:35,1
7887,ce719c72-7144-11e5-ba71-058fbc01cf0b,1,11,1,Hollidaysburg,PA,US,0,0,11/19/14 22:49,2
7889,ce719d9e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Atlanta,GA,US,0,0,10/10/14 19:39,1
7890,ce719f24-7144-11e5-ba71-058fbc01cf0b,2,10,1,New York,NY,US,0,0,11/26/14 18:49,1
7891,ce719fec-7144-11e5-ba71-058fbc01cf0b,1,10,0,Astoria,NY,US,0,0,2/26/15 20:35,1
7892,ce719e5c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Nashville,TN,US,0,0,11/16/14 21:57,1
7893,ce71a046-7144-11e5-ba71-058fbc01cf0b,3,10,1,Topanga,CA,US,0,0,10/12/14 3:24,1
7894,ce71a0aa-7144-11e5-ba71-058fbc01cf0b,1,10,1,Nashville,TN,US,0,0,10/11/14 0:32,1
7895,ce71a10e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Franklin,MA,US,0,0,11/13/14 1:08,1
7896,ce716cc0-7144-11e5-ba71-058fbc01cf0b,1,10,1,Palos Verdes Peninsula,CA,US,0,0,10/28/14 2:09,1
7897,ce71a172-7144-11e5-ba71-058fbc01cf0b,1,10,1,Webster,NY,US,0,0,10/28/14 21:50,1
7898,ce719d3a-7144-11e5-ba71-058fbc01cf0b,1,10,1,Bridgewater,CT,US,0,0,11/29/14 21:18,1
7899,ce7171ac-7144-11e5-ba71-058fbc01cf0b,1,10,1,Reston,VA,US,0,0,8/2/15 18:27,1
7900,ce718606-7144-11e5-ba71-058fbc01cf0b,1,11,1,Las Vegas,NV,US,0,0,10/9/14 20:09,2
7901,ce71a1d6-7144-11e5-ba71-058fbc01cf0b,2,11,1,Albuquerque,NM,US,0,0,12/27/14 20:21,2
7902,ce719df8-7144-11e5-ba71-058fbc01cf0b,1,11,1,Stamford,CT,US,0,0,10/3/15 17:33,2
7903,ce71a230-7144-11e5-ba71-058fbc01cf0b,1,10,1,Forest Grove,OR,US,0,0,10/15/14 16:36,1
7904,ce71a2ee-7144-11e5-ba71-058fbc01cf0b,1,10,1,Winter Garden,FL,US,0,0,10/15/14 1:56,1
7905,ce71a35c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Washington,DC,US,0,0,10/11/14 0:17,1
7906,ce71a3c0-7144-11e5-ba71-058fbc01cf0b,2,10,0,Kirkland,WA,US,0,0,10/23/14 4:26,1
7907,ce7168f6-7144-11e5-ba71-058fbc01cf0b,1,10,1,Normal,IL,US,0,0,5/31/15 23:03,1
7908,ce71a41a-7144-11e5-ba71-058fbc01cf0b,1,10,1,Winnipeg,MB,CA,0,0,10/16/14 2:38,1
7910,ce71a5e6-7144-11e5-ba71-058fbc01cf0b,1,11,1,Oklahoma City,OK,US,0,0,12/9/14 19:05,2
7912,ce71a640-7144-11e5-ba71-058fbc01cf0b,1,10,0,Murrieta,CA,US,0,0,10/9/14 3:10,1
7914,ce6f02c8-7144-11e5-ba71-058fbc01cf0b,2,11,1,Hanford,CA,US,0,0,10/21/14 1:35,2
7915,ce71a99c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Glendale,CA,US,0,0,11/7/14 19:47,1
7916,ce71a69a-7144-11e5-ba71-058fbc01cf0b,1,10,1,Colorado Springs,CO,US,0,0,10/10/14 2:27,1
7917,ce71a532-7144-11e5-ba71-058fbc01cf0b,1,11,1,Tucson,AZ,US,0,0,11/19/14 3:43,2
7919,ce71a9f6-7144-11e5-ba71-058fbc01cf0b,1,10,1,Santa Monica,CA,US,0,0,10/12/14 2:37,1
7920,ce71aa50-7144-11e5-ba71-058fbc01cf0b,1,10,1,San Francisco,CA,US,0,0,12/16/14 4:06,1
7921,ce71ab5e-7144-11e5-ba71-058fbc01cf0b,2,12,1,Chicago,IL,US,0,0,11/13/14 0:56,3
7922,ce71ac26-7144-11e5-ba71-058fbc01cf0b,1,11,1,,,,0,0,10/5/15 23:23,2
7923,ce71b090-7144-11e5-ba71-058fbc01cf0b,1,10,1,Ogden,UT,US,0,0,10/16/14 7:53,1
7924,ce71b126-7144-11e5-ba71-058fbc01cf0b,1,10,1,Tel Aviv,M,IL,0,0,12/13/14 10:57,1
7925,ce71b22a-7144-11e5-ba71-058fbc01cf0b,1,10,0,Midhurst,ENG,GB,0,0,10/28/14 14:11,1
7926,ce71b63a-7144-11e5-ba71-058fbc01cf0b,1,10,1,Duino-aurisina,36,IT,0,0,10/26/14 11:55,1
7927,ce71ba68-7144-11e5-ba71-058fbc01cf0b,1,10,1,Altoona,PA,US,0,0,10/15/14 20:53,1
7928,ce71baf4-7144-11e5-ba71-058fbc01cf0b,1,11,1,Fairfield,CT,US,0,0,9/10/15 18:52,2
7929,ce71a58c-7144-11e5-ba71-058fbc01cf0b,1,10,0,Buffalo Junction,VA,US,0,0,11/20/14 1:27,1
7930,ce71ce04-7144-11e5-ba71-058fbc01cf0b,1,11,1,Charleston,SC,US,0,0,9/9/15 14:02,2
7931,ce71ceb8-7144-11e5-ba71-058fbc01cf0b,1,11,1,Lenox,MA,US,0,0,9/3/15 10:58,2
7932,ce71d00c-7144-11e5-ba71-058fbc01cf0b,1,12,1,Swanton,OH,US,0,0,5/28/15 13:58,3
7933,ce71cf12-7144-11e5-ba71-058fbc01cf0b,1,11,1,Saint Petersburg,FL,US,0,0,9/3/15 15:17,2
7934,ce71d0ca-7144-11e5-ba71-058fbc01cf0b,1,10,0,Wayne,PA,US,0,0,10/21/14 1:24,1
7935,ce71d12e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Washington,DC,US,0,0,11/15/14 23:00,1
7936,ce71cfa8-7144-11e5-ba71-058fbc01cf0b,2,12,1,Redford,MI,US,0,0,10/9/14 15:46,3
7937,ce71d250-7144-11e5-ba71-058fbc01cf0b,2,12,0,Mount Juliet,TN,US,0,0,3/11/15 18:25,3
7938,ce71d1ec-7144-11e5-ba71-058fbc01cf0b,1,12,1,Cheshire,CT,US,0,0,12/20/14 15:51,3
7939,ce71d2aa-7144-11e5-ba71-058fbc01cf0b,1,11,1,Raleigh,NC,US,0,0,11/11/14 14:20,2
7940,ce71d30e-7144-11e5-ba71-058fbc01cf0b,1,12,1,Bridgeport,CT,US,0,0,1/30/15 22:39,3
7941,ce71d368-7144-11e5-ba71-058fbc01cf0b,1,10,0,Jacksonville,FL,US,0,0,12/1/14 13:39,1
7942,ce71d48a-7144-11e5-ba71-058fbc01cf0b,1,10,1,Oroville,CA,US,0,0,10/10/14 17:47,1
7943,ce71d4e4-7144-11e5-ba71-058fbc01cf0b,1,11,1,San Diego,CA,US,0,0,10/15/14 3:02,2
7944,ce71d5a2-7144-11e5-ba71-058fbc01cf0b,2,11,1,Jarrettsville,MD,US,0,0,12/27/14 20:04,2
7945,ce71d606-7144-11e5-ba71-058fbc01cf0b,1,10,1,Austin,TX,US,0,0,10/31/14 11:57,1
7946,ce71d6a6-7144-11e5-ba71-058fbc01cf0b,1,10,1,West Chester,PA,US,0,0,10/21/14 0:34,1
7947,ce71d548-7144-11e5-ba71-058fbc01cf0b,1,10,1,Malone,NY,US,0,0,6/13/15 13:27,1
7948,ce71d7c8-7144-11e5-ba71-058fbc01cf0b,1,12,0,Saint Paul,MN,US,0,0,10/27/14 12:25,3
7950,ce71d82c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Tallahassee,FL,US,0,0,10/9/14 22:02,1
7951,ce71d886-7144-11e5-ba71-058fbc01cf0b,1,10,0,Saskatoon,SK,CA,0,0,10/14/14 20:58,1
7952,ce6cc4c2-7144-11e5-ba71-058fbc01cf0b,1,10,1,Durham,NC,US,0,0,10/9/14 17:33,1
7953,ce71d944-7144-11e5-ba71-058fbc01cf0b,1,11,1,Brooklyn,NY,US,0,0,10/21/14 20:10,2
7954,ce71d8ea-7144-11e5-ba71-058fbc01cf0b,1,10,0,Chicago,IL,US,0,0,10/11/14 1:17,1
7955,ce71da02-7144-11e5-ba71-058fbc01cf0b,1,10,0,Las Vegas,NV,US,0,0,10/16/14 19:59,1
7956,ce716c02-7144-11e5-ba71-058fbc01cf0b,1,10,1,Asheville,NC,US,0,0,11/17/14 0:23,1
7957,ce71da66-7144-11e5-ba71-058fbc01cf0b,2,10,1,Albuquerque,NM,US,0,0,10/30/14 20:26,1
7958,ce71dac0-7144-11e5-ba71-058fbc01cf0b,1,10,1,Fort Bragg,CA,US,0,0,10/15/14 22:49,1
7959,ce71db7e-7144-11e5-ba71-058fbc01cf0b,1,10,0,Saint Paul,MN,US,0,0,10/20/14 4:28,1
7960,ce71dbd8-7144-11e5-ba71-058fbc01cf0b,1,10,0,,,,0,0,11/24/14 1:12,1
7962,ce71dc3c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Allison Park,PA,US,0,0,10/17/14 2:22,1
7963,ce71dd54-7144-11e5-ba71-058fbc01cf0b,1,10,1,Fernandina Beach,FL,US,0,0,11/25/14 18:13,1
7964,ce71d3cc-7144-11e5-ba71-058fbc01cf0b,1,10,1,New York,NY,US,0,0,11/10/14 11:34,1
7965,ce71de76-7144-11e5-ba71-058fbc01cf0b,1,10,0,Toronto,ON,CA,0,0,10/9/14 19:37,1
7966,ce71df34-7144-11e5-ba71-058fbc01cf0b,1,10,1,Hampton,VA,US,0,0,10/12/14 18:49,1
7967,ce71ded0-7144-11e5-ba71-058fbc01cf0b,1,11,1,Peterborough,NH,US,0,0,12/17/14 20:03,2
7968,ce71df8e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Rockville,MD,US,0,0,10/13/14 19:38,1
7969,ce71e10a-7144-11e5-ba71-058fbc01cf0b,1,10,1,Boynton Beach,FL,US,0,0,11/5/14 23:45,1
7970,ce71e164-7144-11e5-ba71-058fbc01cf0b,1,11,1,Saskatoon,SK,CA,0,0,9/7/15 5:58,2
7971,ce71e27c-7144-11e5-ba71-058fbc01cf0b,1,11,1,Pooler,GA,US,0,0,9/29/15 19:25,2
7972,ce71e222-7144-11e5-ba71-058fbc01cf0b,1,10,0,Mountainside,NJ,US,0,0,4/24/15 12:41,1
7973,ce71e2e0-7144-11e5-ba71-058fbc01cf0b,1,11,1,Austin,TX,US,0,0,7/30/15 1:50,2
7974,ce71e3f8-7144-11e5-ba71-058fbc01cf0b,1,10,1,Chicago,IL,US,0,0,10/20/14 22:51,1
7975,ce71de12-7144-11e5-ba71-058fbc01cf0b,1,10,1,Bordentown,NJ,US,0,0,11/5/14 3:14,1
7976,ce71e4b6-7144-11e5-ba71-058fbc01cf0b,1,10,1,Long Beach,CA,US,0,0,11/7/14 2:52,1
7977,ce70917e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Fort Bragg,CA,US,0,0,10/18/14 16:20,1
7978,ce71e452-7144-11e5-ba71-058fbc01cf0b,1,10,1,Clarence,NY,US,0,0,10/13/14 1:01,1
7979,ce71e510-7144-11e5-ba71-058fbc01cf0b,1,11,1,Oakland,CA,US,0,0,3/17/15 20:31,2
7980,ce71e632-7144-11e5-ba71-058fbc01cf0b,1,10,1,Winter Park,FL,US,0,0,12/4/14 1:39,1
7981,ce71e5ce-7144-11e5-ba71-058fbc01cf0b,1,10,1,Saint Peters,MO,US,0,0,10/9/14 20:44,1
7982,ce71e970-7144-11e5-ba71-058fbc01cf0b,1,10,1,Santa Clara,CA,US,0,0,10/12/14 18:08,1
7983,ce71e90c-7144-11e5-ba71-058fbc01cf0b,1,10,1,,,,0,0,10/24/14 20:21,1
7984,ce71e9d4-7144-11e5-ba71-058fbc01cf0b,2,10,1,Lafayette,CO,US,0,0,1/5/15 6:22,1
7985,ce71eace-7144-11e5-ba71-058fbc01cf0b,2,10,1,Warner,NH,US,0,0,12/2/14 22:21,1
7986,ce71e8a8-7144-11e5-ba71-058fbc01cf0b,2,11,1,Oceanside,CA,US,0,0,2/16/15 23:50,2
7987,ce71eb64-7144-11e5-ba71-058fbc01cf0b,1,10,0,Lancaster,VA,US,0,0,10/20/14 21:32,1
7988,ce6d59aa-7144-11e5-ba71-058fbc01cf0b,1,11,1,Mount Clemens,MI,US,0,0,10/7/15 7:37,2
7989,ce71eccc-7144-11e5-ba71-058fbc01cf0b,1,10,1,Denton,TX,US,0,0,10/25/14 2:54,1
7991,ce71ee98-7144-11e5-ba71-058fbc01cf0b,2,10,1,Savannah,GA,US,0,0,10/9/14 21:41,1
7992,ce71ef2e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Cape Elizabeth,ME,US,0,0,10/21/14 18:47,1
7993,ce71f0f0-7144-11e5-ba71-058fbc01cf0b,2,12,1,Freeport,FL,US,0,0,10/19/14 15:55,3
7994,ce71f186-7144-11e5-ba71-058fbc01cf0b,2,10,1,,,,0,0,10/22/14 20:23,1
7995,ce71f21c-7144-11e5-ba71-058fbc01cf0b,1,10,0,Knoxville,TN,US,0,0,10/10/14 2:07,1
7996,ce71f33e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Clayton,NY,US,0,0,10/27/14 2:53,1
7997,ce6d89b6-7144-11e5-ba71-058fbc01cf0b,1,10,1,Kennebunkport,ME,US,0,0,12/8/14 19:18,1
7998,ce71e39e-7144-11e5-ba71-058fbc01cf0b,1,11,1,Avondale,AZ,US,0,0,1/11/15 1:13,2
7999,ce71f500-7144-11e5-ba71-058fbc01cf0b,1,10,1,Pullman,WA,US,0,0,10/15/14 2:37,1
8001,ce71e33a-7144-11e5-ba71-058fbc01cf0b,1,11,1,Suwanee,GA,US,0,0,10/6/15 20:24,2
8002,ce71f654-7144-11e5-ba71-058fbc01cf0b,1,10,1,Toronto,ON,CA,0,0,10/11/14 19:56,1
8003,ce71f6b8-7144-11e5-ba71-058fbc01cf0b,1,12,0,Knox,PA,US,0,0,2/22/15 21:49,3
8004,ce71f780-7144-11e5-ba71-058fbc01cf0b,1,10,0,Saint Petersburg,FL,US,0,0,5/5/15 17:01,1
8005,ce71f83e-7144-11e5-ba71-058fbc01cf0b,1,11,1,Livonia,MI,US,0,0,3/5/15 0:35,2
8006,ce71f898-7144-11e5-ba71-058fbc01cf0b,1,10,0,Toronto,ON,CA,0,0,10/10/14 0:51,1
8007,ce71f8fc-7144-11e5-ba71-058fbc01cf0b,1,10,0,Brooklyn,NY,US,0,0,10/13/14 22:01,1
8008,ce71f956-7144-11e5-ba71-058fbc01cf0b,1,10,0,Orlando,FL,US,0,0,10/9/14 23:32,1
8009,ce71fa14-7144-11e5-ba71-058fbc01cf0b,1,10,1,Henderson,NV,US,0,0,10/13/14 17:56,1
8010,ce71e0a6-7144-11e5-ba71-058fbc01cf0b,1,11,1,Honolulu,HI,US,0,0,7/3/15 4:47,2
8011,ce71f9ba-7144-11e5-ba71-058fbc01cf0b,1,11,1,Ridgewood,NJ,US,0,0,9/3/15 12:28,2
8012,ce71fa78-7144-11e5-ba71-058fbc01cf0b,1,10,1,Lincoln,NE,US,0,0,11/13/14 0:48,1
8013,ce71fb36-7144-11e5-ba71-058fbc01cf0b,1,11,1,Pinehurst,NC,US,0,0,11/17/14 1:02,2
8014,ce71fb9a-7144-11e5-ba71-058fbc01cf0b,1,10,1,Saint Louis,MO,US,0,0,10/10/14 0:05,1
8016,ce71fc58-7144-11e5-ba71-058fbc01cf0b,1,10,0,Universal City,TX,US,0,0,10/23/14 23:41,1
8017,ce71fbf4-7144-11e5-ba71-058fbc01cf0b,1,4,0,Chattanooga,TN,US,0,0,8/26/15 3:35,2
8018,ce71fd16-7144-11e5-ba71-058fbc01cf0b,1,10,1,San Rafael,CA,US,0,0,10/25/14 19:59,1
8019,ce71fcbc-7144-11e5-ba71-058fbc01cf0b,1,10,1,Aurora,CO,US,0,0,10/14/14 21:46,1
8020,ce71fd7a-7144-11e5-ba71-058fbc01cf0b,1,11,1,Newtown Square,PA,US,0,0,2/22/15 23:51,2
8021,ce71fe9c-7144-11e5-ba71-058fbc01cf0b,1,11,1,Lakeville,MN,US,0,0,1/11/15 0:31,2
8022,ce71ff5a-7144-11e5-ba71-058fbc01cf0b,1,10,1,,,US,0,0,3/4/15 4:50,1
8023,ce71ff00-7144-11e5-ba71-058fbc01cf0b,1,11,0,Dunlap,IL,US,0,0,11/15/14 2:09,2
8024,ce71fdde-7144-11e5-ba71-058fbc01cf0b,2,11,0,Quebec,QC,CA,0,0,9/12/15 23:11,2
8025,ce71ffbe-7144-11e5-ba71-058fbc01cf0b,1,10,1,Homestead,FL,US,0,0,10/10/14 1:09,1
8026,ce720018-7144-11e5-ba71-058fbc01cf0b,2,11,1,Portland,OR,US,0,0,6/10/15 14:30,2
8027,ce72007c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Plano,TX,US,0,0,10/11/14 4:35,1
8028,ce7200e0-7144-11e5-ba71-058fbc01cf0b,1,10,1,Atlanta,GA,US,0,0,10/26/14 17:48,1
8029,ce7201f8-7144-11e5-ba71-058fbc01cf0b,1,10,1,Dallas,TX,US,0,0,8/15/15 2:24,1
8030,ce72025c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Midlothian,VA,US,0,0,10/15/14 19:46,1
8031,ce72019e-7144-11e5-ba71-058fbc01cf0b,1,12,1,Scottsdale,AZ,US,0,0,2/25/15 22:15,3
8032,ce7202b6-7144-11e5-ba71-058fbc01cf0b,1,10,1,Poway,CA,US,0,0,11/24/14 22:54,1
8033,ce7203d8-7144-11e5-ba71-058fbc01cf0b,1,11,1,Groton,MA,US,0,0,9/26/15 13:36,2
8034,ce72043c-7144-11e5-ba71-058fbc01cf0b,2,10,1,Albuquerque,NM,US,0,0,11/12/14 2:56,1
8035,ce720496-7144-11e5-ba71-058fbc01cf0b,1,10,1,Canton,GA,US,0,0,10/11/14 21:31,1
8036,ce72031a-7144-11e5-ba71-058fbc01cf0b,1,11,1,Round Rock,TX,US,0,0,11/11/14 18:05,2
8037,ce7204fa-7144-11e5-ba71-058fbc01cf0b,1,10,0,San Francisco,CA,US,0,0,10/16/14 1:50,1
8038,ce720374-7144-11e5-ba71-058fbc01cf0b,1,10,0,Saint Paul,MN,US,0,0,10/20/14 20:29,1
8039,ce720554-7144-11e5-ba71-058fbc01cf0b,1,10,1,Pembroke,MA,US,0,0,10/10/14 17:46,1
8040,ce7205b8-7144-11e5-ba71-058fbc01cf0b,1,10,1,Seattle,WA,US,0,0,10/21/14 3:49,1
8041,ce720676-7144-11e5-ba71-058fbc01cf0b,1,10,0,Malibu,CA,US,0,0,10/10/14 2:45,1
8042,ce7206d0-7144-11e5-ba71-058fbc01cf0b,1,10,1,Calgary,AB,CA,0,0,5/26/15 20:06,1
8043,ce720734-7144-11e5-ba71-058fbc01cf0b,1,10,0,New York,NY,US,0,0,10/20/14 0:19,1
8044,ce720798-7144-11e5-ba71-058fbc01cf0b,1,12,1,Cambridge,MA,US,0,0,12/4/14 5:50,3
8045,ce7207f2-7144-11e5-ba71-058fbc01cf0b,1,10,0,Los Angeles,CA,US,0,0,10/20/14 3:45,1
8046,ce720612-7144-11e5-ba71-058fbc01cf0b,1,13,1,Glenside,PA,US,0,0,10/10/14 13:03,1
8047,ce720856-7144-11e5-ba71-058fbc01cf0b,2,10,1,San Ysidro,CA,US,0,0,1/2/15 20:34,1
8048,ce7208ba-7144-11e5-ba71-058fbc01cf0b,1,10,1,Oakland,CA,US,0,0,10/18/14 3:32,1
8050,ce720a36-7144-11e5-ba71-058fbc01cf0b,1,10,1,La Mesa,CA,US,0,0,5/30/15 15:44,1
8051,ce720978-7144-11e5-ba71-058fbc01cf0b,1,10,0,Denver,CO,US,0,0,10/24/14 7:33,1
8052,ce720a9a-7144-11e5-ba71-058fbc01cf0b,2,10,0,Mesa,AZ,US,0,0,10/28/14 6:14,1
8053,ce720af4-7144-11e5-ba71-058fbc01cf0b,1,10,0,Santa Monica,CA,US,0,0,10/11/15 6:18,1
8054,ce720dc4-7144-11e5-ba71-058fbc01cf0b,2,11,1,Norfolk,VA,US,0,0,10/26/14 14:01,2
8055,ce720e28-7144-11e5-ba71-058fbc01cf0b,1,10,1,Duxbury,MA,US,0,0,10/10/14 16:52,1
8056,ce720e8c-7144-11e5-ba71-058fbc01cf0b,2,10,1,Middlebury,CT,US,0,0,4/2/15 15:55,1
8057,ce720ee6-7144-11e5-ba71-058fbc01cf0b,1,10,1,Strongsville,OH,US,0,0,10/23/14 16:22,1
8058,ce721008-7144-11e5-ba71-058fbc01cf0b,1,11,1,Norfolk,MA,US,0,0,6/3/15 7:12,2
8059,ce72106c-7144-11e5-ba71-058fbc01cf0b,1,10,0,Humble,TX,US,0,0,10/10/14 22:40,1
8060,ce7210c6-7144-11e5-ba71-058fbc01cf0b,1,10,0,Northfield,VT,US,0,0,10/14/14 20:26,1
8061,ce72112a-7144-11e5-ba71-058fbc01cf0b,2,11,1,,,,0,0,11/7/14 17:03,2
8062,ce72118e-7144-11e5-ba71-058fbc01cf0b,1,10,1,Central Lake,MI,US,0,0,10/14/14 13:00,1
8063,ce70a222-7144-11e5-ba71-058fbc01cf0b,1,10,0,Cary,NC,US,0,0,10/27/14 20:23,1
8064,ce7212a6-7144-11e5-ba71-058fbc01cf0b,1,10,1,Plainfield,VT,US,0,0,10/14/14 13:10,1
8065,ce72136e-7144-11e5-ba71-058fbc01cf0b,1,10,1,,,,0,0,10/14/14 18:59,1
8066,ce7213c8-7144-11e5-ba71-058fbc01cf0b,1,10,0,Wadsworth,OH,US,0,0,10/18/14 19:55,1
8067,ce72142c-7144-11e5-ba71-058fbc01cf0b,1,10,1,Santa Fe,NM,US,0,0,10/10/14 16:23,1
8068,ce7214f4-7144-11e5-ba71-058fbc01cf0b,1,10,0,Houston,TX,US,0,0,10/10/14 15:28,1
8069,ce721558-7144-11e5-ba71-058fbc01cf0b,2,10,1,Falls Church,VA,US,0,0,1/26/15 16:25,1
8071,ce7216d4-7144-11e5-ba71-058fbc01cf0b,1,11,1,Ocala,FL,US,0,0,10/16/14 13:00,2
8072,ce72172e-7144-11e5-ba71-058fbc01cf0b,2,10,1,Old Lyme,CT,US,0,0,10/14/14 19:25,1
8073,ce721792-7144-11e5-ba71-058fbc01cf0b,1,10,1,Elkhorn,NE,US,0,0,5/13/15 18:18,1
8074,ce7217ec-7144-11e5-ba71-058fbc01cf0b,1,10,0,Wooster,OH,US,0,0,11/7/14 22:10,1
8075,ce721846-7144-11e5-ba71-058fbc01cf0b,1,10,1,Saint Louis,MO,US,0,0,10/15/14 20:48,1
8076,ce721bf2-7144-11e5-ba71-058fbc01cf0b,1,10,1,Atlanta,GA,US,0,0,10/12/14 13:50,1
8077,ce721b8e-7144-11e5-ba71-058fbc01cf0b,1,10,0,Davis,CA,US,0,0,10/11/14 23:41,1
8078,ce721c4c-7144-11e5-ba71-058fbc01cf0b,2,10,1,Dana Point,CA,US,0,0,10/18/14 22:21,1
8079,ce721d64-7144-11e5-ba71-058fbc01cf0b,1,10,1,Escondido,CA,US,0,0,10/15/14 18:10,1
8080,ce721dd2-7144-11e5-ba71-058fbc01cf0b,1,11,1,Plain City,OH,US,0,0,7/8/15 19:32,2
